
/home/dl/anaconda3/envs/ly_transmvs/bin/python /home/dl/ly_pro/3DRecon/Recon_Ablation/Mobile_trans0918/train.py --logdir=./outputs/dtu_training --dataset=dtu_yao --batch_size=6 --epochs=16 --trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/ --trainlist=lists/dtu/train.txt --testlist=lists/dtu/val.txt --numdepth=192 --ndepths=32,16,8,4 --nviews=5 --wd=0.0001 --depth_inter_r=8.0, 4.0,1.0,0.5 --lrepochs=6,8,12:2 --dlossw=1.0,1.0,1.0,1.0
current time 20230919_164239
creating new summary file
argv: ['--logdir=./outputs/dtu_training', '--dataset=dtu_yao', '--batch_size=6', '--epochs=16', '--trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/', '--trainlist=lists/dtu/train.txt', '--testlist=lists/dtu/val.txt', '--numdepth=192', '--ndepths=32,16,8,4', '--nviews=5', '--wd=0.0001', '--depth_inter_r=8.0, 4.0,1.0,0.5', '--lrepochs=6,8,12:2', '--dlossw=1.0,1.0,1.0,1.0']
################################  args  ################################
mode      	train                         	<class 'str'>
model     	mvsnet                        	<class 'str'>
device    	cuda                          	<class 'str'>
dataset   	dtu_yao                       	<class 'str'>
trainpath 	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
testpath  	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
trainlist 	lists/dtu/train.txt           	<class 'str'>
testlist  	lists/dtu/val.txt             	<class 'str'>
epochs    	16                            	<class 'int'>
lr        	0.001                         	<class 'float'>
lrepochs  	6,8,12:2                      	<class 'str'>
wd        	0.0001                        	<class 'float'>
nviews    	5                             	<class 'int'>
batch_size	6                             	<class 'int'>
numdepth  	192                           	<class 'int'>
interval_scale	1.06                          	<class 'float'>
loadckpt  	None                          	<class 'NoneType'>
logdir    	./outputs/dtu_training        	<class 'str'>
resume    	False                         	<class 'bool'>
summary_freq	10                            	<class 'int'>
save_freq 	1                             	<class 'int'>
eval_freq 	1                             	<class 'int'>
seed      	1                             	<class 'int'>
pin_m     	False                         	<class 'bool'>
local_rank	0                             	<class 'int'>
share_cr  	False                         	<class 'bool'>
ndepths   	32,16,8,4                     	<class 'str'>
fea_channels	64,32,16,8                    	<class 'str'>
depth_inter_r	8.0, 4.0,1.0,0.5              	<class 'str'>
dlossw    	1.0,1.0,1.0,1.0               	<class 'str'>
cr_base_chs	8,8,8,4                       	<class 'str'>
grad_method	detach                        	<class 'str'>
using_apex	False                         	<class 'bool'>
sync_bn   	False                         	<class 'bool'>
opt_level 	O0                            	<class 'str'>
keep_batchnorm_fp32	None                          	<class 'NoneType'>
loss_scale	None                          	<class 'NoneType'>
########################################################################
**********netphs:[32, 16, 8, 4], depth_intervals_ratio:[8.0, 4.0, 1.0, 0.5],  grad:detach, chs:[8, 8, 8, 4]************
start at epoch 0
Number of model parameters: 3503673
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 6174
/home/dl/anaconda3/envs/ly_transmvs/lib/python3.8/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3190.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Epoch 0/16, Iter 0/4516, lr 0.000335, train loss = 19.949, depth loss = 155.916, entropy loss = 19.949, time = 7.534
Epoch 13/16, Iter 772/1029, test loss = 3.793, depth loss = 2.684, entropy loss = 3.793, time = 0.406600
Epoch 13/16, Iter 782/1029, test loss = 4.106, depth loss = 2.647, entropy loss = 4.106, time = 0.408102
Epoch 13/16, Iter 792/1029, test loss = 4.188, depth loss = 2.002, entropy loss = 4.188, time = 0.405630
Epoch 13/16, Iter 802/1029, test loss = 9.597, depth loss = 4.426, entropy loss = 9.597, time = 0.404366
Epoch 13/16, Iter 812/1029, test loss = 10.184, depth loss = 8.382, entropy loss = 10.184, time = 0.406029
Epoch 13/16, Iter 822/1029, test loss = 6.123, depth loss = 15.119, entropy loss = 6.123, time = 0.408303
Epoch 13/16, Iter 832/1029, test loss = 9.208, depth loss = 6.196, entropy loss = 9.208, time = 0.405772
Epoch 13/16, Iter 842/1029, test loss = 6.122, depth loss = 8.736, entropy loss = 6.122, time = 0.407502
Epoch 13/16, Iter 852/1029, test loss = 7.908, depth loss = 7.911, entropy loss = 7.908, time = 0.404740
Epoch 13/16, Iter 862/1029, test loss = 8.859, depth loss = 18.266, entropy loss = 8.859, time = 0.408628
Epoch 13/16, Iter 872/1029, test loss = 8.051, depth loss = 11.861, entropy loss = 8.051, time = 0.404101
Epoch 13/16, Iter 882/1029, test loss = 7.707, depth loss = 3.832, entropy loss = 7.707, time = 0.404478
Epoch 13/16, Iter 892/1029, test loss = 10.258, depth loss = 19.666, entropy loss = 10.258, time = 0.405790
Epoch 13/16, Iter 902/1029, test loss = 9.093, depth loss = 8.182, entropy loss = 9.093, time = 0.409062
Epoch 13/16, Iter 912/1029, test loss = 11.161, depth loss = 19.706, entropy loss = 11.161, time = 0.407660
Epoch 13/16, Iter 922/1029, test loss = 3.352, depth loss = 2.184, entropy loss = 3.352, time = 0.409016
Epoch 13/16, Iter 932/1029, test loss = 3.378, depth loss = 1.188, entropy loss = 3.378, time = 0.408008
Epoch 13/16, Iter 942/1029, test loss = 3.289, depth loss = 1.210, entropy loss = 3.289, time = 0.403354
Epoch 13/16, Iter 952/1029, test loss = 3.177, depth loss = 1.015, entropy loss = 3.177, time = 0.406713
Epoch 13/16, Iter 962/1029, test loss = 3.616, depth loss = 1.045, entropy loss = 3.616, time = 0.406035
Epoch 13/16, Iter 972/1029, test loss = 4.461, depth loss = 2.732, entropy loss = 4.461, time = 0.407622
Epoch 13/16, Iter 982/1029, test loss = 3.381, depth loss = 1.480, entropy loss = 3.381, time = 0.405869
Epoch 13/16, Iter 992/1029, test loss = 3.374, depth loss = 1.580, entropy loss = 3.374, time = 0.406126
Epoch 13/16, Iter 1002/1029, test loss = 3.000, depth loss = 1.073, entropy loss = 3.000, time = 0.405354
Epoch 13/16, Iter 1012/1029, test loss = 2.763, depth loss = 0.831, entropy loss = 2.763, time = 0.405073
Epoch 13/16, Iter 1022/1029, test loss = 2.583, depth loss = 0.850, entropy loss = 2.583, time = 0.407075
avg_test_scalars: {'loss': 5.274661036344034, 'depth_loss': 4.995289859723072, 'entropy_loss': 5.274661036344034, 'abs_depth_error': 5.406950543005566, 'thres2mm_error': 0.18208673874602316, 'thres4mm_error': 0.10635111521589194, 'thres8mm_error': 0.0707538709315074, 'thres14mm_error': 0.0533432411450795, 'thres20mm_error': 0.044861369869134145, 'thres2mm_abserror': 0.667812788393801, 'thres4mm_abserror': 2.7212314909238975, 'thres8mm_abserror': 5.538118956503761, 'thres14mm_abserror': 10.552974607321218, 'thres20mm_abserror': 16.720061421741896, 'thres>20mm_abserror': 74.19594723188958}
Epoch 14/16, Iter 6/4516, lr 0.000125, train loss = 4.141, depth loss = 2.325, entropy loss = 4.141, time = 1.572
Epoch 14/16, Iter 16/4516, lr 0.000125, train loss = 4.527, depth loss = 3.091, entropy loss = 4.527, time = 1.576
Epoch 14/16, Iter 26/4516, lr 0.000125, train loss = 4.304, depth loss = 2.506, entropy loss = 4.304, time = 1.578
Epoch 14/16, Iter 36/4516, lr 0.000125, train loss = 4.550, depth loss = 4.032, entropy loss = 4.550, time = 1.577
Epoch 14/16, Iter 46/4516, lr 0.000125, train loss = 3.781, depth loss = 4.669, entropy loss = 3.781, time = 1.578
Epoch 14/16, Iter 56/4516, lr 0.000125, train loss = 4.471, depth loss = 1.720, entropy loss = 4.471, time = 1.579
Epoch 14/16, Iter 66/4516, lr 0.000125, train loss = 4.372, depth loss = 5.613, entropy loss = 4.372, time = 1.576
Epoch 14/16, Iter 76/4516, lr 0.000125, train loss = 4.039, depth loss = 2.740, entropy loss = 4.039, time = 1.582
Epoch 14/16, Iter 86/4516, lr 0.000125, train loss = 3.537, depth loss = 3.017, entropy loss = 3.537, time = 1.576
Epoch 14/16, Iter 96/4516, lr 0.000125, train loss = 3.958, depth loss = 2.494, entropy loss = 3.958, time = 1.580
Epoch 14/16, Iter 106/4516, lr 0.000125, train loss = 4.128, depth loss = 3.698, entropy loss = 4.128, time = 1.583
Epoch 14/16, Iter 116/4516, lr 0.000125, train loss = 4.999, depth loss = 5.786, entropy loss = 4.999, time = 1.576
Epoch 14/16, Iter 126/4516, lr 0.000125, train loss = 3.744, depth loss = 3.164, entropy loss = 3.744, time = 1.578
Epoch 14/16, Iter 136/4516, lr 0.000125, train loss = 4.082, depth loss = 3.720, entropy loss = 4.082, time = 1.581
Epoch 14/16, Iter 146/4516, lr 0.000125, train loss = 4.464, depth loss = 2.832, entropy loss = 4.464, time = 1.575
Epoch 14/16, Iter 156/4516, lr 0.000125, train loss = 4.421, depth loss = 3.019, entropy loss = 4.421, time = 1.578
Epoch 14/16, Iter 166/4516, lr 0.000125, train loss = 4.161, depth loss = 3.484, entropy loss = 4.161, time = 1.575
Epoch 14/16, Iter 176/4516, lr 0.000125, train loss = 3.949, depth loss = 3.276, entropy loss = 3.949, time = 1.576
Epoch 14/16, Iter 186/4516, lr 0.000125, train loss = 4.663, depth loss = 5.783, entropy loss = 4.663, time = 1.585
Epoch 14/16, Iter 196/4516, lr 0.000125, train loss = 4.173, depth loss = 2.497, entropy loss = 4.173, time = 1.582
Epoch 14/16, Iter 206/4516, lr 0.000125, train loss = 3.332, depth loss = 1.449, entropy loss = 3.332, time = 1.573
Epoch 14/16, Iter 216/4516, lr 0.000125, train loss = 4.270, depth loss = 3.823, entropy loss = 4.270, time = 1.585
Epoch 14/16, Iter 226/4516, lr 0.000125, train loss = 4.404, depth loss = 3.157, entropy loss = 4.404, time = 1.581
Epoch 14/16, Iter 236/4516, lr 0.000125, train loss = 4.037, depth loss = 5.807, entropy loss = 4.037, time = 1.582
Epoch 14/16, Iter 246/4516, lr 0.000125, train loss = 3.530, depth loss = 2.305, entropy loss = 3.530, time = 1.582
Epoch 14/16, Iter 256/4516, lr 0.000125, train loss = 3.634, depth loss = 3.101, entropy loss = 3.634, time = 1.577
Epoch 14/16, Iter 266/4516, lr 0.000125, train loss = 4.553, depth loss = 4.410, entropy loss = 4.553, time = 1.581
Epoch 14/16, Iter 276/4516, lr 0.000125, train loss = 4.233, depth loss = 3.190, entropy loss = 4.233, time = 1.576
Epoch 14/16, Iter 286/4516, lr 0.000125, train loss = 4.878, depth loss = 8.110, entropy loss = 4.878, time = 1.581
Epoch 14/16, Iter 296/4516, lr 0.000125, train loss = 4.374, depth loss = 6.218, entropy loss = 4.374, time = 1.572
Epoch 14/16, Iter 306/4516, lr 0.000125, train loss = 3.854, depth loss = 4.795, entropy loss = 3.854, time = 1.570
Epoch 14/16, Iter 316/4516, lr 0.000125, train loss = 4.240, depth loss = 2.066, entropy loss = 4.240, time = 1.571
Epoch 14/16, Iter 326/4516, lr 0.000125, train loss = 4.904, depth loss = 6.055, entropy loss = 4.904, time = 1.580
Epoch 14/16, Iter 336/4516, lr 0.000125, train loss = 4.206, depth loss = 4.599, entropy loss = 4.206, time = 1.575
Epoch 14/16, Iter 346/4516, lr 0.000125, train loss = 3.270, depth loss = 1.990, entropy loss = 3.270, time = 1.572
Epoch 14/16, Iter 356/4516, lr 0.000125, train loss = 3.367, depth loss = 2.017, entropy loss = 3.367, time = 1.580
Epoch 14/16, Iter 366/4516, lr 0.000125, train loss = 4.353, depth loss = 3.796, entropy loss = 4.353, time = 1.562
Epoch 14/16, Iter 376/4516, lr 0.000125, train loss = 4.012, depth loss = 4.361, entropy loss = 4.012, time = 1.577
Epoch 14/16, Iter 386/4516, lr 0.000125, train loss = 5.033, depth loss = 5.560, entropy loss = 5.033, time = 1.574
Epoch 14/16, Iter 396/4516, lr 0.000125, train loss = 3.803, depth loss = 4.673, entropy loss = 3.803, time = 1.574
Epoch 14/16, Iter 406/4516, lr 0.000125, train loss = 3.505, depth loss = 2.403, entropy loss = 3.505, time = 1.571
Epoch 14/16, Iter 416/4516, lr 0.000125, train loss = 3.424, depth loss = 3.505, entropy loss = 3.424, time = 1.571
Epoch 14/16, Iter 426/4516, lr 0.000125, train loss = 3.340, depth loss = 1.386, entropy loss = 3.340, time = 1.576
Epoch 14/16, Iter 436/4516, lr 0.000125, train loss = 4.798, depth loss = 3.508, entropy loss = 4.798, time = 1.579
Epoch 14/16, Iter 446/4516, lr 0.000125, train loss = 3.912, depth loss = 2.437, entropy loss = 3.912, time = 1.572
Epoch 14/16, Iter 456/4516, lr 0.000125, train loss = 4.409, depth loss = 3.042, entropy loss = 4.409, time = 1.574
Epoch 14/16, Iter 466/4516, lr 0.000125, train loss = 3.657, depth loss = 2.540, entropy loss = 3.657, time = 1.572
Epoch 14/16, Iter 476/4516, lr 0.000125, train loss = 3.759, depth loss = 3.013, entropy loss = 3.759, time = 1.576
Epoch 14/16, Iter 486/4516, lr 0.000125, train loss = 4.273, depth loss = 3.521, entropy loss = 4.273, time = 1.578
Epoch 14/16, Iter 496/4516, lr 0.000125, train loss = 5.660, depth loss = 4.382, entropy loss = 5.660, time = 1.582
Epoch 14/16, Iter 506/4516, lr 0.000125, train loss = 4.485, depth loss = 3.535, entropy loss = 4.485, time = 1.573
Epoch 14/16, Iter 516/4516, lr 0.000125, train loss = 3.578, depth loss = 1.538, entropy loss = 3.578, time = 1.582
Epoch 14/16, Iter 526/4516, lr 0.000125, train loss = 5.294, depth loss = 3.175, entropy loss = 5.294, time = 1.577
Epoch 14/16, Iter 536/4516, lr 0.000125, train loss = 3.999, depth loss = 2.666, entropy loss = 3.999, time = 1.580
Epoch 14/16, Iter 546/4516, lr 0.000125, train loss = 3.970, depth loss = 3.361, entropy loss = 3.970, time = 1.578
Epoch 14/16, Iter 556/4516, lr 0.000125, train loss = 5.781, depth loss = 4.605, entropy loss = 5.781, time = 1.578
Epoch 14/16, Iter 566/4516, lr 0.000125, train loss = 3.944, depth loss = 2.007, entropy loss = 3.944, time = 1.568
Epoch 14/16, Iter 576/4516, lr 0.000125, train loss = 3.893, depth loss = 1.741, entropy loss = 3.893, time = 1.577
Epoch 14/16, Iter 586/4516, lr 0.000125, train loss = 3.135, depth loss = 1.693, entropy loss = 3.135, time = 1.575
Epoch 14/16, Iter 596/4516, lr 0.000125, train loss = 4.213, depth loss = 2.201, entropy loss = 4.213, time = 1.581
Epoch 14/16, Iter 606/4516, lr 0.000125, train loss = 4.350, depth loss = 4.777, entropy loss = 4.350, time = 1.577
Epoch 14/16, Iter 616/4516, lr 0.000125, train loss = 4.300, depth loss = 4.003, entropy loss = 4.300, time = 1.576
Epoch 14/16, Iter 626/4516, lr 0.000125, train loss = 3.620, depth loss = 2.657, entropy loss = 3.620, time = 1.581
Epoch 14/16, Iter 636/4516, lr 0.000125, train loss = 4.098, depth loss = 2.449, entropy loss = 4.098, time = 1.574
Epoch 14/16, Iter 646/4516, lr 0.000125, train loss = 3.656, depth loss = 2.378, entropy loss = 3.656, time = 1.573
Epoch 14/16, Iter 656/4516, lr 0.000125, train loss = 3.725, depth loss = 3.291, entropy loss = 3.725, time = 1.575
Epoch 14/16, Iter 666/4516, lr 0.000125, train loss = 3.963, depth loss = 2.473, entropy loss = 3.963, time = 1.578
Epoch 14/16, Iter 676/4516, lr 0.000125, train loss = 4.924, depth loss = 4.230, entropy loss = 4.924, time = 1.580
Epoch 14/16, Iter 686/4516, lr 0.000125, train loss = 3.977, depth loss = 2.779, entropy loss = 3.977, time = 1.573
Epoch 14/16, Iter 696/4516, lr 0.000125, train loss = 4.079, depth loss = 2.022, entropy loss = 4.079, time = 1.577
Epoch 14/16, Iter 706/4516, lr 0.000125, train loss = 3.041, depth loss = 1.361, entropy loss = 3.041, time = 1.577
Epoch 14/16, Iter 716/4516, lr 0.000125, train loss = 3.972, depth loss = 2.514, entropy loss = 3.972, time = 1.577
Epoch 14/16, Iter 726/4516, lr 0.000125, train loss = 3.421, depth loss = 1.672, entropy loss = 3.421, time = 1.570
Epoch 14/16, Iter 736/4516, lr 0.000125, train loss = 3.558, depth loss = 2.720, entropy loss = 3.558, time = 1.576
Epoch 14/16, Iter 746/4516, lr 0.000125, train loss = 4.705, depth loss = 7.222, entropy loss = 4.705, time = 1.579
Epoch 14/16, Iter 756/4516, lr 0.000125, train loss = 4.068, depth loss = 2.545, entropy loss = 4.068, time = 1.578
Epoch 14/16, Iter 766/4516, lr 0.000125, train loss = 3.392, depth loss = 1.360, entropy loss = 3.392, time = 1.570
Epoch 14/16, Iter 776/4516, lr 0.000125, train loss = 3.571, depth loss = 2.810, entropy loss = 3.571, time = 1.577
Epoch 14/16, Iter 786/4516, lr 0.000125, train loss = 4.037, depth loss = 2.838, entropy loss = 4.037, time = 1.577
Epoch 14/16, Iter 796/4516, lr 0.000125, train loss = 4.222, depth loss = 2.879, entropy loss = 4.222, time = 1.580
Epoch 14/16, Iter 806/4516, lr 0.000125, train loss = 3.329, depth loss = 1.374, entropy loss = 3.329, time = 1.576
Epoch 14/16, Iter 816/4516, lr 0.000125, train loss = 4.170, depth loss = 2.307, entropy loss = 4.170, time = 1.574
Epoch 14/16, Iter 826/4516, lr 0.000125, train loss = 4.396, depth loss = 2.329, entropy loss = 4.396, time = 1.575
Epoch 14/16, Iter 836/4516, lr 0.000125, train loss = 4.007, depth loss = 1.862, entropy loss = 4.007, time = 1.573
Epoch 14/16, Iter 846/4516, lr 0.000125, train loss = 4.142, depth loss = 2.161, entropy loss = 4.142, time = 1.581
Epoch 14/16, Iter 856/4516, lr 0.000125, train loss = 3.087, depth loss = 1.278, entropy loss = 3.087, time = 1.571
Epoch 14/16, Iter 866/4516, lr 0.000125, train loss = 3.720, depth loss = 2.156, entropy loss = 3.720, time = 1.583
Epoch 14/16, Iter 876/4516, lr 0.000125, train loss = 4.154, depth loss = 5.954, entropy loss = 4.154, time = 1.577
Epoch 14/16, Iter 886/4516, lr 0.000125, train loss = 3.798, depth loss = 2.306, entropy loss = 3.798, time = 1.590
Epoch 14/16, Iter 896/4516, lr 0.000125, train loss = 4.279, depth loss = 2.905, entropy loss = 4.279, time = 1.587
Epoch 14/16, Iter 906/4516, lr 0.000125, train loss = 3.674, depth loss = 2.853, entropy loss = 3.674, time = 1.573
Epoch 14/16, Iter 916/4516, lr 0.000125, train loss = 4.777, depth loss = 4.330, entropy loss = 4.777, time = 1.579
Epoch 14/16, Iter 926/4516, lr 0.000125, train loss = 4.556, depth loss = 3.526, entropy loss = 4.556, time = 1.576
Epoch 14/16, Iter 936/4516, lr 0.000125, train loss = 4.363, depth loss = 4.752, entropy loss = 4.363, time = 1.586
Epoch 14/16, Iter 946/4516, lr 0.000125, train loss = 3.715, depth loss = 1.896, entropy loss = 3.715, time = 1.575
Epoch 14/16, Iter 956/4516, lr 0.000125, train loss = 4.372, depth loss = 2.200, entropy loss = 4.372, time = 1.580
Epoch 14/16, Iter 966/4516, lr 0.000125, train loss = 3.469, depth loss = 1.269, entropy loss = 3.469, time = 1.571
Epoch 14/16, Iter 976/4516, lr 0.000125, train loss = 3.820, depth loss = 2.815, entropy loss = 3.820, time = 1.576
Epoch 14/16, Iter 986/4516, lr 0.000125, train loss = 4.264, depth loss = 5.702, entropy loss = 4.264, time = 1.582
Epoch 14/16, Iter 996/4516, lr 0.000125, train loss = 3.795, depth loss = 2.680, entropy loss = 3.795, time = 1.582
Epoch 14/16, Iter 1006/4516, lr 0.000125, train loss = 3.572, depth loss = 1.588, entropy loss = 3.572, time = 1.575
Epoch 14/16, Iter 1016/4516, lr 0.000125, train loss = 3.974, depth loss = 3.355, entropy loss = 3.974, time = 1.580
Epoch 14/16, Iter 1026/4516, lr 0.000125, train loss = 4.424, depth loss = 3.076, entropy loss = 4.424, time = 1.576
Epoch 14/16, Iter 1036/4516, lr 0.000125, train loss = 4.345, depth loss = 9.252, entropy loss = 4.345, time = 1.577
Epoch 14/16, Iter 1046/4516, lr 0.000125, train loss = 3.913, depth loss = 5.643, entropy loss = 3.913, time = 1.587
Epoch 14/16, Iter 1056/4516, lr 0.000125, train loss = 4.033, depth loss = 3.482, entropy loss = 4.033, time = 1.577
Epoch 14/16, Iter 1066/4516, lr 0.000125, train loss = 4.675, depth loss = 3.266, entropy loss = 4.675, time = 1.570
Epoch 14/16, Iter 1076/4516, lr 0.000125, train loss = 3.755, depth loss = 1.799, entropy loss = 3.755, time = 1.577
Epoch 14/16, Iter 1086/4516, lr 0.000125, train loss = 3.640, depth loss = 3.213, entropy loss = 3.640, time = 1.574
Epoch 14/16, Iter 1096/4516, lr 0.000125, train loss = 3.738, depth loss = 2.546, entropy loss = 3.738, time = 1.578
Epoch 14/16, Iter 1106/4516, lr 0.000125, train loss = 3.733, depth loss = 2.523, entropy loss = 3.733, time = 1.576
Epoch 14/16, Iter 1116/4516, lr 0.000125, train loss = 3.487, depth loss = 2.158, entropy loss = 3.487, time = 1.571
Epoch 14/16, Iter 1126/4516, lr 0.000125, train loss = 4.222, depth loss = 2.158, entropy loss = 4.222, time = 1.582
Epoch 14/16, Iter 1136/4516, lr 0.000125, train loss = 4.534, depth loss = 2.904, entropy loss = 4.534, time = 1.573
Epoch 14/16, Iter 1146/4516, lr 0.000125, train loss = 3.675, depth loss = 1.749, entropy loss = 3.675, time = 1.578
Epoch 14/16, Iter 1156/4516, lr 0.000125, train loss = 3.380, depth loss = 1.808, entropy loss = 3.380, time = 1.570
Epoch 14/16, Iter 1166/4516, lr 0.000125, train loss = 3.689, depth loss = 2.193, entropy loss = 3.689, time = 1.582
Epoch 14/16, Iter 1176/4516, lr 0.000125, train loss = 4.066, depth loss = 5.605, entropy loss = 4.066, time = 1.575
Epoch 14/16, Iter 1186/4516, lr 0.000125, train loss = 3.684, depth loss = 1.583, entropy loss = 3.684, time = 1.570
Epoch 14/16, Iter 1196/4516, lr 0.000125, train loss = 4.067, depth loss = 2.221, entropy loss = 4.067, time = 1.576
Epoch 14/16, Iter 1206/4516, lr 0.000125, train loss = 4.329, depth loss = 4.737, entropy loss = 4.329, time = 1.580
Epoch 14/16, Iter 1216/4516, lr 0.000125, train loss = 3.766, depth loss = 2.521, entropy loss = 3.766, time = 1.574
Epoch 14/16, Iter 1226/4516, lr 0.000125, train loss = 4.423, depth loss = 4.820, entropy loss = 4.423, time = 1.574
Epoch 14/16, Iter 1236/4516, lr 0.000125, train loss = 3.700, depth loss = 3.119, entropy loss = 3.700, time = 1.572
Epoch 14/16, Iter 1246/4516, lr 0.000125, train loss = 4.210, depth loss = 3.386, entropy loss = 4.210, time = 1.573
Epoch 14/16, Iter 1256/4516, lr 0.000125, train loss = 3.739, depth loss = 2.432, entropy loss = 3.739, time = 1.578
Epoch 14/16, Iter 1266/4516, lr 0.000125, train loss = 3.992, depth loss = 3.411, entropy loss = 3.992, time = 1.574
Epoch 14/16, Iter 1276/4516, lr 0.000125, train loss = 3.865, depth loss = 2.915, entropy loss = 3.865, time = 1.575
Epoch 14/16, Iter 1286/4516, lr 0.000125, train loss = 3.321, depth loss = 2.196, entropy loss = 3.321, time = 1.580
Epoch 14/16, Iter 1296/4516, lr 0.000125, train loss = 4.139, depth loss = 3.725, entropy loss = 4.139, time = 1.582
Epoch 14/16, Iter 1306/4516, lr 0.000125, train loss = 3.663, depth loss = 2.207, entropy loss = 3.663, time = 1.571
Epoch 14/16, Iter 1316/4516, lr 0.000125, train loss = 4.148, depth loss = 3.446, entropy loss = 4.148, time = 1.582
Epoch 14/16, Iter 1326/4516, lr 0.000125, train loss = 4.521, depth loss = 4.394, entropy loss = 4.521, time = 1.576
Epoch 14/16, Iter 1336/4516, lr 0.000125, train loss = 4.666, depth loss = 3.367, entropy loss = 4.666, time = 1.576
Epoch 14/16, Iter 1346/4516, lr 0.000125, train loss = 3.913, depth loss = 1.714, entropy loss = 3.913, time = 1.581
Epoch 14/16, Iter 1356/4516, lr 0.000125, train loss = 4.224, depth loss = 6.323, entropy loss = 4.224, time = 1.580
Epoch 14/16, Iter 1366/4516, lr 0.000125, train loss = 4.048, depth loss = 2.322, entropy loss = 4.048, time = 1.584
Epoch 14/16, Iter 1376/4516, lr 0.000125, train loss = 3.896, depth loss = 2.811, entropy loss = 3.896, time = 1.577
Epoch 14/16, Iter 1386/4516, lr 0.000125, train loss = 3.841, depth loss = 5.672, entropy loss = 3.841, time = 1.579
Epoch 14/16, Iter 1396/4516, lr 0.000125, train loss = 3.798, depth loss = 2.792, entropy loss = 3.798, time = 1.580
Epoch 14/16, Iter 1406/4516, lr 0.000125, train loss = 3.800, depth loss = 2.548, entropy loss = 3.800, time = 1.577
Epoch 14/16, Iter 1416/4516, lr 0.000125, train loss = 4.876, depth loss = 3.035, entropy loss = 4.876, time = 1.570
Epoch 14/16, Iter 1426/4516, lr 0.000125, train loss = 3.708, depth loss = 2.111, entropy loss = 3.708, time = 1.573
Epoch 14/16, Iter 1436/4516, lr 0.000125, train loss = 3.523, depth loss = 2.194, entropy loss = 3.523, time = 1.578
Epoch 14/16, Iter 1446/4516, lr 0.000125, train loss = 4.033, depth loss = 3.079, entropy loss = 4.033, time = 1.579
Epoch 14/16, Iter 1456/4516, lr 0.000125, train loss = 3.700, depth loss = 2.010, entropy loss = 3.700, time = 1.579
Epoch 14/16, Iter 1466/4516, lr 0.000125, train loss = 5.315, depth loss = 4.464, entropy loss = 5.315, time = 1.583
Epoch 14/16, Iter 1476/4516, lr 0.000125, train loss = 4.054, depth loss = 2.215, entropy loss = 4.054, time = 1.580
Epoch 14/16, Iter 1486/4516, lr 0.000125, train loss = 3.632, depth loss = 3.978, entropy loss = 3.632, time = 1.581
Epoch 14/16, Iter 1496/4516, lr 0.000125, train loss = 4.038, depth loss = 3.810, entropy loss = 4.038, time = 1.573
Epoch 14/16, Iter 1506/4516, lr 0.000125, train loss = 4.357, depth loss = 2.581, entropy loss = 4.357, time = 1.581
Epoch 14/16, Iter 1516/4516, lr 0.000125, train loss = 4.144, depth loss = 2.907, entropy loss = 4.144, time = 1.582
Epoch 14/16, Iter 1526/4516, lr 0.000125, train loss = 3.857, depth loss = 2.252, entropy loss = 3.857, time = 1.575
Epoch 14/16, Iter 1536/4516, lr 0.000125, train loss = 4.001, depth loss = 5.046, entropy loss = 4.001, time = 1.587
Epoch 14/16, Iter 1546/4516, lr 0.000125, train loss = 4.189, depth loss = 4.899, entropy loss = 4.189, time = 1.579
Epoch 14/16, Iter 1556/4516, lr 0.000125, train loss = 4.051, depth loss = 3.213, entropy loss = 4.051, time = 1.578
Epoch 14/16, Iter 1566/4516, lr 0.000125, train loss = 3.217, depth loss = 1.561, entropy loss = 3.217, time = 1.578
Epoch 14/16, Iter 1576/4516, lr 0.000125, train loss = 3.497, depth loss = 1.556, entropy loss = 3.497, time = 1.579
Epoch 14/16, Iter 1586/4516, lr 0.000125, train loss = 4.408, depth loss = 2.407, entropy loss = 4.408, time = 1.575
Epoch 14/16, Iter 1596/4516, lr 0.000125, train loss = 4.028, depth loss = 4.048, entropy loss = 4.028, time = 1.579
Epoch 14/16, Iter 1606/4516, lr 0.000125, train loss = 4.017, depth loss = 2.356, entropy loss = 4.017, time = 1.574
Epoch 14/16, Iter 1616/4516, lr 0.000125, train loss = 3.751, depth loss = 4.403, entropy loss = 3.751, time = 1.578
Epoch 14/16, Iter 1626/4516, lr 0.000125, train loss = 4.260, depth loss = 3.215, entropy loss = 4.260, time = 1.575
Epoch 14/16, Iter 1636/4516, lr 0.000125, train loss = 4.237, depth loss = 2.857, entropy loss = 4.237, time = 1.584
